X;variety;cropcode;internodelengthmax;leaflengthmax;coeffleafwlratio;slamin;coeffleafdeath;tilability;coefftillerdeath;coeffinternodemass;coeffpaniclemass;panstructmassmax;coeffpansinkpop;sdjlevee;sdjbvp;sdjrpr;sdjmatu1;sdjmatu2;phyllo;devcstr;ppexp;seuilpp;ppsens;ppcrit;tbase;topt1;topt2;tlim;pcreallocfeuille;txconversion;txassimbvp;txassimmatu1;txassimmatu2;asscstr;txrespmaint;aerototbase;aerototpente;feuilaerobase;feuilaeropente;txrealloc;tempmaint;krespmaintleaf;krespmaintsheath;krespmaintroot;krespinternode;kresppanicle;ktempmaint;coefficientq10;kcmax;txrusurfgermi;pfactor;seuilcstrmortality;kdf;poidssecgrain;txresgrain;vraclevee;vracbvp;vracpsp;vracrpr;vracmatu1;vracmatu2;rootcstr;coeffrootmasspervolmax;rootpartitmax;slamax;slapente;attenmitch;wtratioleafsheath;rollingbase;rollingsens;ranklongestleaf;coeffinternodenum;relmobiliinternodemax;coeffrescapacityinternode;kcritstercold1;kcritstercold2;kcritsterheat1;kcritsterheat2;kcritsterftsw1;kcritsterftsw2;kcritstresscold1;kcritstresscold2;coeffclump;hauncrittillering;ictillering;tempsla;relphyllophasestemelong;excessassimtoroot;prioritypan;waterloggingsens;rootfrontmax;coeffreservesink;co2slopetr;co2exp;co2cp;coeffassimsla;parcritsla;coefflodging;stemporosity;sowing;profracini;mulch;plantsperhill;bundheight;lifesavingdrainage;plotdrainagedaf;irrigauto;irrigautotarget;transplanting;durationnursery;densitynursery;densityfield;coefftransplantingshock;irrigautostop;irrigautoresume;ftswirrig;transplantingdepth;wsalt;wslat;wslong;stockinisurf;stockiniprof;epaisseursurf;epaisseurprof;tankminirrig;tankmaxirrig;tankcapacity;volrelmacropores;ca;nblayer;p0;ru;depthsoil;seuilruiss;pourcruiss;humcr;humpf;humfc;humsat;pevap;percolationmax;endingdate;startingdate;kpar
1;NA;NA;47.544309;879.440324;0.10359;0.001266;0.004866;0.105128;0.207589;0.007532;0.203993;4.292268;9.954014;50;250;400;300;40;29;0;0.17;12.8;1.1;11;11;24;36;44;0.3;6;1;1;0.5;0.5;0.01;0.5;2.00E-05;0.7;-1.00E-04;0.5;25;0.01;0.01;0.01;0.01;0.01;25;1.5;1.15;0.6;0.6;0.001;0.55;0.019;0.5;25;30;25;15;0;0;0;0.2;1;0.007;0.3;0.99;1.5;1;0;20;1.2;0.2;1;11;5;38;44;0.5;0.1;11;5;0.002;4;0.5;1;0.5;0;1;0;1500;0.24;-4.00E-04;0.008;10;0.2;6;1;0.67;2456819;50;100;1;0;1;99;0;0.5;0;20;4.00E+06;62500;0.5;0;0;0;0;200;11.38;-4.38;10;100;100;2000;0;0;0;10;400;0;0;130;0;15;30;0.2;0.05;0.18;0.28;0.2;5;2456998;2456810;0.5
