wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
IRRIw;28/12/2014;23.60;29.00;26.30;60.71;100.00;80.35;0.00;1.99;15.72;-999;-999
IRRIw;29/12/2014;22.70;28.20;25.45;71.20;100.00;85.60;0.00;2.04;15.01;-999;-999
IRRIw;30/12/2014;23.00;25.80;24.40;75.93;100.00;87.96;4.40;2.13;3.66;-999;-999
IRRIw;31/12/2014;22.80;24.80;23.80;75.72;100.00;87.86;0.10;2.45;3.56;-999;-999
IRRIw;01/01/2015;23.80;23.90;23.85;70.94;100.00;85.47;19.20;3.09;2.04;-999;-999
IRRIw;02/01/2015;21.90;25.60;23.75;60.05;100.00;80.02;0.00;2.66;9.34;-999;-999
IRRIw;03/01/2015;23.10;26.80;24.95;64.73;100.00;82.36;0.00;1.89;7.82;-999;-999
IRRIw;04/01/2015;22.00;28.40;25.20;62.82;100.00;81.41;0.10;1.89;16.22;-999;-999
IRRIw;05/01/2015;23.30;28.20;25.75;83.72;100.00;91.86;0.00;1.62;9.13;-999;-999
IRRIw;06/01/2015;22.50;29.00;25.75;64.46;100.00;82.23;0.00;1.55;16.02;-999;-999
IRRIw;07/01/2015;19.90;29.20;24.55;81.84;100.00;90.92;0.30;1.57;11.26;-999;-999
IRRIw;08/01/2015;23.20;28.50;25.85;65.20;100.00;82.60;5.00;2.48;15.82;-999;-999
IRRIw;09/01/2015;22.70;26.30;24.50;83.50;100.00;91.75;0.00;2.58;8.42;-999;-999
IRRIw;10/01/2015;21.60;26.50;24.05;62.61;100.00;81.30;0.10;2.13;12.88;-999;-999
IRRIw;11/01/2015;20.50;27.70;24.10;63.11;100.00;81.55;0.00;2.50;14.71;-999;-999
IRRIw;12/01/2015;22.30;27.80;25.05;54.42;100.00;77.21;0.10;2.37;12.38;-999;-999
IRRIw;13/01/2015;22.40;28.50;25.45;74.20;100.00;87.10;0.00;1.87;13.39;-999;-999
IRRIw;14/01/2015;22.20;28.50;25.35;68.53;100.00;84.26;0.00;1.26;15.92;-999;-999
IRRIw;15/01/2015;21.50;27.90;24.70;85.10;100.00;92.55;0.00;1.46;12.58;-999;-999
IRRIw;16/01/2015;21.90;28.00;24.95;68.11;100.00;84.05;0.00;1.78;12.48;-999;-999
IRRIw;17/01/2015;21.50;25.20;23.35;76.94;100.00;88.47;0.00;2.75;6.09;-999;-999
IRRIw;18/01/2015;22.00;23.00;22.50;68.60;100.00;84.30;19.20;1.70;1.64;-999;-999
IRRIw;19/01/2015;20.00;29.00;24.50;76.51;100.00;88.25;0.00;0.85;19.87;-999;-999
IRRIw;20/01/2015;22.00;29.40;25.70;69.72;100.00;84.86;0.00;1.20;13.29;-999;-999
IRRIw;21/01/2015;22.60;30.20;26.40;68.66;100.00;84.33;0.00;1.19;20.07;-999;-999
IRRIw;22/01/2015;24.40;29.10;26.75;68.66;100.00;84.33;0.00;1.41;15.41;-999;-999
IRRIw;23/01/2015;23.80;25.20;24.50;63.60;100.00;81.80;0.00;2.42;4.07;-999;-999
