X;asscstr;attenmitch;bundheight;ca;co2cp;co2exp;co2slopetr;coeffassimsla;coefffixedtillerdeath;coefficientq10;coeffinternodemass;coeffinternodenum;coeffleafdeath;coeffleafwlratio;coefflodging;coeffpaniclemass;coeffpansinkpop;coeffrescapacityinternode;coeffreservesink;coeffrootmasspervolmax;coeffterminalleafdeath;coefftillerdeath;coefftransplantingshock;densityfield;densitynursery;depthsoil;devcstr;durationnursery;endingdate;epaisseurprof;epaisseursurf;excessassimtoroot;ftswirrig;hauncrittillering;humcr;humfc;humpf;humsat;ictillering;internodelengthmax;irrigauto;irrigautoresume;irrigautostop;irrigautotarget;kcmax;kcritstercold1;kcritstercold2;kcritsterftsw1;kcritsterftsw2;kcritsterheat1;kcritsterheat2;kcritstresscold1;kcritstresscold2;kdf;kpar;krespinternode;krespmaintleaf;krespmaintroot;krespmaintsheath;kresppanicle;ktempmaint;leaflengthmax;lifesavingdrainage;mulch;panstructmassmax;parcritsla;percolationmax;pevap;pfactor;phyllo;plantsperhill;plotdrainagedaf;poidssecgrain;pourcruiss;ppcrit;ppexp;ppsens;prioritypan;profracini;ranklongestleaf;relmobiliinternodemax;relphyllophasestemelong;rollingbase;rollingsens;rootcstr;rootfrontmax;rootlignin;rootpartitmax;ru;sdjbvp;sdjlevee;sdjmatu1;sdjmatu2;sdjrpr;seuilcstrmortality;seuilpp;seuilruiss;slamax;slamin;slaswitch;sowing;startingdate;stemporosity;stockiniprof;stockinisurf;tbase;tempsla;tilability;tlim;topt1;topt2;transplanting;transplantingdepth;txassimbvp;txassimmatu1;txassimmatu2;txconversion;txrealloc;txresgrain;txrusurfgermi;volrelmacropores;vracbvp;vraclevee;vracmatu1;vracmatu2;vracpsp;vracrpr;waterloggingsens;wsalt;wslat;wslong;wtratioleafsheath
1;0.500000;0.995500;160.000000;400.000000;50.000000;0.004000;0.000000;0.200000;0.019000;1.500000;0.000700;2.000000;0.020000;0.022900;1.000000;0.006300;11.000000;0.400000;0.060000;0.120000;0.000000;0.050000;1.000000;250000.000000;40000000.000000;0.000000;0.200000;14.000000;2457360.000000;150.000000;100.000000;0.000000;1.000000;3.000000;0.150000;0.200000;0.050000;0.220000;0.500000;160.000000;1.000000;0.000000;0.000000;0.300000;1.400000;18.000000;15.000000;0.600000;0.200000;38.000000;44.000000;19.000000;9.000000;0.500000;0.500000;0.010000;0.040000;0.020000;0.020000;0.040000;25.000000;456.000000;1.000000;100.000000;0.300000;6.000000;3.000000;0.200000;0.200000;70.000000;2.000000;20.000000;0.020700;30.000000;11.000000;0.170000;2.000000;0.500000;40.000000;12.000000;0.200000;0.600000;0.300000;0.100000;0.000000;400.000000;0.000000;0.600000;150.000000;710.000000;30.000000;310.000000;100.000000;380.000000;0.050000;13.600000;20.000000;0.006000;0.002000;1.000000;2457030.000000;2457020.000000;0.670000;10.000000;10.000000;10.000000;1.000000;0.400000;44.000000;24.000000;36.000000;1.000000;100.000000;1.000000;1.000000;0.300000;5.600000;0.500000;0.500000;0.600000;10.000000;12.000000;12.000000;0.000000;0.000000;5.000000;5.000000;0.000000;21.000000;14.180000;121.250000;1.500000
