wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
Mad001;6/11/2002;13.80;27.80;20.80;29.00;97.00;73.50;3.50;2.14;22.52;-999.00;-999.00
Mad001;7/11/2002;14.50;25.10;19.80;48.50;95.00;77.00;4.00;2.37;18.60;-999.00;-999.00
Mad001;8/11/2002;14.40;25.50;19.95;41.00;94.50;72.50;1.00;2.84;25.48;-999.00;-999.00
Mad001;9/11/2002;14.40;27.50;20.95;39.00;98.50;82.50;70.00;1.75;16.04;-999.00;-999.00
Mad001;10/11/2002;14.50;23.90;19.20;60.00;98.50;88.00;26.00;1.89;11.22;-999.00;-999.00
Mad001;11/11/2002;14.40;26.30;20.35;31.00;97.50;88.00;58.50;1.85;24.53;-999.00;-999.00
Mad001;12/11/2002;14.40;26.30;20.35;31.00;97.50;88.00;0.00;1.85;24.53;-999.00;-999.00
Mad001;13/11/2002;14.90;23.00;18.95;60.50;97.00;87.50;13.00;1.79;14.79;-999.00;-999.00
Mad001;14/11/2002;14.40;23.30;18.85;51.00;96.00;80.50;0.00;2.85;24.51;-999.00;-999.00
Mad001;15/11/2002;11.90;25.20;18.55;47.00;98.00;82.50;0.50;2.44;24.54;-999.00;-999.00
Mad001;16/11/2002;13.80;26.80;20.30;34.50;99.00;76.50;0.00;1.88;27.67;-999.00;-999.00
Mad001;17/11/2002;16.00;24.50;20.25;55.00;92.50;79.00;0.00;2.46;18.21;-999.00;-999.00
Mad001;18/11/2002;15.00;26.60;20.80;36.50;95.50;75.50;0.00;2.03;22.39;-999.00;-999.00
Mad001;19/11/2002;12.30;24.60;18.45;43.50;96.00;73.50;0.00;2.76;22.34;-999.00;-999.00
Mad001;20/11/2002;9.80;24.20;17.00;40.00;94.50;71.00;0.00;2.26;26.84;-999.00;-999.00
Mad001;21/11/2002;8.70;24.70;16.70;43.50;97.00;70.00;0.00;2.20;23.27;-999.00;-999.00
Mad001;22/11/2002;12.30;24.60;18.45;43.50;96.00;73.50;0.00;2.76;22.34;-999.00;-999.00
Mad001;23/11/2002;12.30;24.60;18.45;43.50;96.00;73.50;0.00;2.76;22.34;-999.00;-999.00
Mad001;24/11/2002;12.30;24.60;18.45;43.50;96.00;73.50;0.00;2.76;22.34;-999.00;-999.00
Mad001;25/11/2002;12.30;25.20;18.75;46.50;86.00;73.50;0.00;2.55;20.83;-999.00;-999.00
Mad001;26/11/2002;12.20;22.20;17.20;43.50;90.50;71.00;0.00;3.69;26.40;-999.00;-999.00
Mad001;27/11/2002;12.30;26.90;19.60;29.50;92.00;73.50;0.00;3.00;27.93;-999.00;-999.00
Mad001;28/11/2002;12.30;26.30;19.30;32.00;92.50;65.50;0.00;2.61;21.59;-999.00;-999.00
Mad001;29/11/2002;14.40;27.50;20.95;39.00;97.50;70.50;0.00;2.96;25.10;-999.00;-999.00
Mad001;30/11/2002;14.40;27.50;20.95;39.00;97.50;70.50;0.00;2.96;25.10;-999.00;-999.00
Mad001;1/12/2002;14.40;27.50;20.95;39.00;97.50;70.50;0.00;2.96;25.10;-999.00;-999.00
