wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
Palmir;1/1/2010;17.20;31.50;24.35;39.00;95.00;71.00;0.00;0.81;21.00;-999.00;-999.00
Palmir;2/1/2010;17.30;31.60;24.45;41.00;94.00;72.00;0.00;0.97;21.80;-999.00;-999.00
Palmir;3/1/2010;17.70;31.60;24.65;35.00;94.00;72.00;0.00;0.88;21.00;-999.00;-999.00
Palmir;4/1/2010;17.60;31.00;24.30;37.00;91.00;70.00;0.00;1.04;20.20;-999.00;-999.00
Palmir;5/1/2010;18.70;31.40;25.05;34.00;91.00;67.00;0.00;0.67;19.20;-999.00;-999.00
Palmir;6/1/2010;17.00;31.10;24.05;38.00;93.00;72.00;0.00;0.88;18.20;-999.00;-999.00
Palmir;7/1/2010;17.60;31.50;24.55;42.00;95.00;72.00;0.00;1.17;18.30;-999.00;-999.00
Palmir;8/1/2010;19.30;31.20;25.25;49.00;98.00;79.00;0.50;0.76;13.70;-999.00;-999.00
Palmir;9/1/2010;17.40;30.80;24.10;48.00;99.00;76.00;0.10;0.91;15.50;-999.00;-999.00
Palmir;10/1/2010;20.60;29.70;25.15;53.00;97.00;76.00;0.40;0.81;13.80;-999.00;-999.00
Palmir;11/1/2010;20.00;31.10;25.55;39.00;100.00;79.00;0.00;0.56;17.20;-999.00;-999.00
Palmir;12/1/2010;20.10;31.10;25.60;45.00;93.00;73.00;0.00;0.58;14.90;-999.00;-999.00
Palmir;13/1/2010;18.60;31.80;25.20;38.00;95.00;72.00;0.00;0.63;20.30;-999.00;-999.00
Palmir;14/1/2010;18.50;31.20;24.85;43.00;92.00;72.00;0.00;1.10;16.90;-999.00;-999.00
Palmir;15/1/2010;17.70;31.20;24.45;43.00;92.00;72.00;0.00;1.00;16.40;-999.00;-999.00
Palmir;16/1/2010;18.40;31.20;24.80;45.00;97.00;75.00;0.00;0.53;16.90;-999.00;-999.00
Palmir;17/1/2010;19.30;31.80;25.55;46.00;95.00;76.00;0.00;0.81;16.50;-999.00;-999.00
Palmir;18/1/2010;19.30;32.40;25.85;41.00;93.00;73.00;0.00;0.53;16.70;-999.00;-999.00
Palmir;19/1/2010;20.00;31.30;25.65;48.00;92.00;74.00;0.00;0.73;13.10;-999.00;-999.00
Palmir;20/1/2010;19.90;32.90;26.40;40.00;96.00;74.00;0.00;0.58;16.90;-999.00;-999.00
Palmir;21/1/2010;19.20;32.40;25.80;35.00;89.00;69.00;0.00;0.91;19.00;-999.00;-999.00
Palmir;22/1/2010;19.10;29.00;24.05;57.00;95.00;76.00;0.00;0.67;13.10;-999.00;-999.00
Palmir;23/1/2010;19.00;31.60;25.30;42.00;97.00;79.00;2.00;0.82;15.50;-999.00;-999.00
Palmir;24/1/2010;17.80;32.40;25.10;40.00;98.00;83.00;9.20;0.82;18.20;-999.00;-999.00
Palmir;25/1/2010;19.70;28.20;23.95;58.00;99.00;85.00;1.80;0.84;11.30;-999.00;-999.00
Palmir;26/1/2010;19.30;29.10;24.20;54.00;100.00;85.00;0.30;1.00;11.60;-999.00;-999.00
Palmir;27/1/2010;19.30;30.50;24.90;51.00;99.00;83.00;0.00;1.09;15.10;-999.00;-999.00
Palmir;28/1/2010;18.50;26.70;22.60;68.00;99.00;89.00;0.00;0.91;7.20;-999.00;-999.00
Palmir;29/1/2010;17.80;29.70;23.75;51.00;98.00;80.00;0.10;0.83;14.30;-999.00;-999.00
Palmir;30/1/2010;18.60;31.40;25.00;44.00;98.00;76.00;0.00;0.57;18.50;-999.00;-999.00
Palmir;31/1/2010;18.40;32.60;25.50;38.00;96.00;75.00;0.00;0.74;21.10;-999.00;-999.00
Palmir;1/2/2010;19.10;32.90;26.00;40.00;96.00;74.00;0.00;0.81;20.80;-999.00;-999.00
Palmir;2/2/2010;19.70;33.60;26.65;37.00;94.00;73.00;0.00;0.95;21.80;-999.00;-999.00
Palmir;3/2/2010;21.60;34.70;28.15;40.00;92.00;71.00;0.00;0.89;20.50;-999.00;-999.00
Palmir;4/2/2010;20.10;33.90;27.00;39.00;92.00;71.00;0.00;0.61;18.40;-999.00;-999.00
Palmir;5/2/2010;21.40;33.00;27.20;44.00;95.00;73.00;0.20;0.72;14.70;-999.00;-999.00
Palmir;6/2/2010;20.00;23.60;21.80;85.00;100.00;98.00;13.40;0.93;2.70;-999.00;-999.00
Palmir;7/2/2010;19.20;30.50;24.85;48.00;100.00;84.00;0.00;1.09;16.30;-999.00;-999.00
Palmir;8/2/2010;19.40;31.40;25.40;45.00;96.00;75.00;0.00;1.11;20.20;-999.00;-999.00
Palmir;9/2/2010;19.80;25.20;22.50;77.00;100.00;92.00;3.60;1.02;7.20;-999.00;-999.00
Palmir;10/2/2010;17.80;31.70;24.75;44.00;100.00;82.00;0.00;1.18;15.90;-999.00;-999.00
Palmir;11/2/2010;19.70;32.30;26.00;45.00;99.00;77.00;0.00;0.58;17.90;-999.00;-999.00
Palmir;12/2/2010;19.90;31.70;25.80;48.00;96.00;75.00;0.40;0.87;20.20;-999.00;-999.00
Palmir;13/2/2010;19.30;32.60;25.95;42.00;99.00;75.00;0.00;1.13;20.90;-999.00;-999.00
