wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
LAMARE;1/1/2009;24.10;31.30;27.70;-999.00;-999.00;-999.00;1.50;-999.00;23.64;-999.00;5.10
LAMARE;2/1/2009;24.10;32.20;28.15;-999.00;-999.00;-999.00;31.50;-999.00;22.00;-999.00;4.90
LAMARE;3/1/2009;23.40;30.60;27.00;-999.00;-999.00;-999.00;0.00;-999.00;16.10;-999.00;3.60
LAMARE;4/1/2009;23.90;31.20;27.55;-999.00;-999.00;-999.00;0.00;-999.00;26.38;-999.00;5.40
LAMARE;5/1/2009;24.30;31.30;27.80;-999.00;-999.00;-999.00;1.50;-999.00;26.83;-999.00;5.60
LAMARE;6/1/2009;24.90;31.30;28.10;-999.00;-999.00;-999.00;0.00;-999.00;20.34;-999.00;4.50
LAMARE;7/1/2009;24.40;30.90;27.65;-999.00;-999.00;-999.00;3.50;-999.00;19.52;-999.00;4.30
LAMARE;8/1/2009;23.70;31.30;27.50;-999.00;-999.00;-999.00;16.00;-999.00;17.13;-999.00;3.90
LAMARE;9/1/2009;23.60;31.00;27.30;-999.00;-999.00;-999.00;0.50;-999.00;20.95;-999.00;4.40
LAMARE;10/1/2009;23.20;31.10;27.15;-999.00;-999.00;-999.00;0.50;-999.00;21.49;-999.00;4.60
LAMARE;11/1/2009;22.90;31.50;27.20;-999.00;-999.00;-999.00;4.00;-999.00;23.82;-999.00;5.30
LAMARE;12/1/2009;24.10;31.20;27.65;-999.00;-999.00;-999.00;2.00;-999.00;28.25;-999.00;5.90
LAMARE;13/1/2009;24.20;30.50;27.35;-999.00;-999.00;-999.00;0.50;-999.00;22.02;-999.00;4.70
LAMARE;14/1/2009;23.80;30.30;27.05;-999.00;-999.00;-999.00;0.00;-999.00;28.45;-999.00;5.80
LAMARE;15/1/2009;21.90;30.20;26.05;-999.00;-999.00;-999.00;0.00;-999.00;22.72;-999.00;4.80
LAMARE;16/1/2009;22.50;31.60;27.05;-999.00;-999.00;-999.00;15.50;-999.00;32.44;-999.00;6.50
LAMARE;17/1/2009;24.30;32.40;28.35;-999.00;-999.00;-999.00;5.50;-999.00;29.66;-999.00;6.30
LAMARE;18/1/2009;22.10;28.40;25.25;-999.00;-999.00;-999.00;46.00;-999.00;3.28;-999.00;1.70
LAMARE;19/1/2009;23.10;32.10;27.60;-999.00;-999.00;-999.00;18.00;-999.00;11.81;-999.00;2.80
LAMARE;20/1/2009;24.90;30.30;27.60;-999.00;-999.00;-999.00;8.00;-999.00;30.03;-999.00;5.90
LAMARE;21/1/2009;24.10;31.20;27.65;-999.00;-999.00;-999.00;10.00;-999.00;22.55;-999.00;5.10
LAMARE;22/1/2009;23.70;32.30;28.00;-999.00;-999.00;-999.00;19.00;-999.00;20.08;-999.00;4.20
LAMARE;23/1/2009;23.90;31.10;27.50;-999.00;-999.00;-999.00;0.00;-999.00;29.06;-999.00;5.80
LAMARE;24/1/2009;23.70;31.20;27.45;-999.00;-999.00;-999.00;0.00;-999.00;25.09;-999.00;5.10
LAMARE;25/1/2009;24.70;31.90;28.30;-999.00;-999.00;-999.00;0.50;-999.00;21.95;-999.00;4.70
LAMARE;26/1/2009;24.60;32.00;28.30;-999.00;-999.00;-999.00;11.00;-999.00;27.44;-999.00;5.70
LAMARE;27/1/2009;23.00;31.60;27.30;-999.00;-999.00;-999.00;0.00;-999.00;28.04;-999.00;5.70
LAMARE;28/1/2009;24.80;31.80;28.30;-999.00;-999.00;-999.00;0.00;-999.00;31.38;-999.00;6.30
LAMARE;29/1/2009;24.80;32.00;28.40;-999.00;-999.00;-999.00;0.00;-999.00;30.98;-999.00;6.30
LAMARE;30/1/2009;24.10;31.00;27.55;-999.00;-999.00;-999.00;4.50;-999.00;22.96;-999.00;4.80
LAMARE;31/1/2009;23.00;31.20;27.10;-999.00;-999.00;-999.00;1.00;-999.00;29.41;-999.00;6.60
