wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
XXX;27/6/2008;24.40;31.52;27.96;53.00;89.00;71.00;0.00;2.80;29.69;-999.00;-999.00
XXX;28/6/2008;24.01;33.59;28.80;52.00;91.00;71.50;0.00;1.40;26.57;-999.00;-999.00
XXX;29/6/2008;23.63;32.34;27.98;55.00;94.00;74.50;0.00;0.60;19.69;-999.00;-999.00
XXX;30/6/2008;24.01;35.27;29.64;48.00;93.00;70.50;0.00;1.10;25.50;-999.00;-999.00
XXX;1/7/2008;21.71;32.34;27.02;50.00;91.00;70.50;0.00;1.20;18.42;-999.00;-999.00
XXX;2/7/2008;23.24;32.76;28.00;50.00;85.00;67.50;0.00;1.40;18.70;-999.00;-999.00
XXX;3/7/2008;20.95;35.27;28.11;41.00;88.00;64.50;0.00;1.20;26.00;-999.00;-999.00
XXX;4/7/2008;23.24;33.59;28.41;49.00;92.00;70.50;0.00;1.00;22.09;-999.00;-999.00
XXX;5/7/2008;24.79;33.17;28.98;50.00;90.00;70.00;0.00;1.70;24.93;-999.00;-999.00
XXX;6/7/2008;25.17;34.43;29.80;50.00;91.00;70.50;0.00;1.40;24.56;-999.00;-999.00
XXX;7/7/2008;23.63;32.76;28.19;54.00;90.00;72.00;0.00;1.70;25.64;-999.00;-999.00
XXX;8/7/2008;24.01;32.76;28.38;50.00;90.00;70.00;0.00;1.30;19.22;-999.00;-999.00
XXX;9/7/2008;25.17;33.17;29.17;52.00;92.00;72.00;0.00;1.00;25.13;-999.00;-999.00
XXX;10/7/2008;24.79;34.85;29.82;48.00;92.00;70.00;0.00;1.30;26.16;-999.00;-999.00
XXX;11/7/2008;23.24;33.17;28.20;50.00;91.00;70.50;0.00;1.70;25.50;-999.00;-999.00
XXX;12/7/2008;24.40;32.34;28.37;49.00;84.00;66.50;0.00;1.40;22.36;-999.00;-999.00
XXX;13/7/2008;24.79;33.17;28.98;54.00;88.00;71.00;0.00;1.00;18.42;-999.00;-999.00
XXX;14/7/2008;24.79;38.77;31.78;42.00;96.00;69.00;0.00;1.10;23.78;-999.00;-999.00
XXX;15/7/2008;25.17;34.43;29.80;54.00;96.00;75.00;0.00;1.70;26.44;-999.00;-999.00
XXX;16/7/2008;25.56;33.17;29.36;59.00;88.00;73.50;0.00;2.60;24.92;-999.00;-999.00
XXX;17/7/2008;25.95;34.01;29.98;47.00;94.00;70.50;0.00;2.30;22.49;-999.00;-999.00
XXX;18/7/2008;24.40;34.85;29.62;44.00;93.00;68.50;0.00;1.30;20.47;-999.00;-999.00
XXX;19/7/2008;24.79;33.59;29.19;51.00;86.00;68.50;0.00;1.10;19.37;-999.00;-999.00
XXX;20/7/2008;24.79;31.52;28.15;57.00;86.00;71.50;2.00;1.80;16.97;-999.00;-999.00
XXX;21/7/2008;24.79;33.59;29.19;52.00;90.00;71.00;0.00;1.20;13.56;-999.00;-999.00
XXX;22/7/2008;23.63;33.59;28.61;49.00;89.00;69.00;5.85;2.30;27.69;-999.00;-999.00
XXX;23/7/2008;20.95;31.93;26.44;46.00;91.00;68.50;0.00;0.70;9.69;-999.00;-999.00
XXX;24/7/2008;23.63;30.31;26.97;58.00;96.00;77.00;33.96;1.30;21.16;-999.00;-999.00
XXX;25/7/2008;22.86;33.59;28.22;46.00;90.00;68.00;0.00;1.60;20.79;-999.00;-999.00
XXX;26/7/2008;25.56;33.17;29.36;54.00;84.00;69.00;0.00;0.50;18.90;-999.00;-999.00
XXX;27/7/2008;25.17;33.17;29.17;56.00;82.00;69.00;0.00;1.10;19.32;-999.00;-999.00
XXX;28/7/2008;24.79;31.93;28.36;55.00;91.00;73.00;0.00;1.30;25.76;-999.00;-999.00
XXX;29/7/2008;23.24;33.59;28.41;47.00;97.00;72.00;0.00;2.80;26.40;-999.00;-999.00
XXX;30/7/2008;25.17;33.17;29.17;54.00;98.00;76.00;3.40;2.40;16.92;-999.00;-999.00
XXX;31/7/2008;23.24;34.01;28.62;60.00;98.00;79.00;0.00;1.20;24.98;-999.00;-999.00
XXX;1/8/2008;25.56;34.43;29.99;56.00;95.00;75.50;0.00;1.50;26.11;-999.00;-999.00
XXX;2/8/2008;25.17;34.43;29.80;52.00;100.00;76.00;0.00;2.20;23.24;-999.00;-999.00
XXX;3/8/2008;24.40;34.01;29.20;53.00;99.00;76.00;0.00;1.80;19.53;-999.00;-999.00
XXX;4/8/2008;24.01;35.70;29.85;45.00;98.00;71.50;0.00;1.00;18.75;-999.00;-999.00
XXX;5/8/2008;25.56;35.27;30.41;54.00;92.00;73.00;0.00;1.30;23.50;-999.00;-999.00
XXX;6/8/2008;24.01;34.01;29.01;49.00;98.00;73.50;0.00;1.90;27.15;-999.00;-999.00
XXX;7/8/2008;24.01;39.67;31.84;37.00;80.00;58.50;0.00;0.50;21.60;-999.00;-999.00
XXX;8/8/2008;24.40;37.00;30.70;41.00;84.00;62.50;3.40;0.80;26.58;-999.00;-999.00
XXX;9/8/2008;25.95;35.27;30.61;51.00;86.00;68.50;0.00;1.20;26.63;-999.00;-999.00
XXX;10/8/2008;24.40;33.17;28.78;52.00;92.00;72.00;0.00;1.30;22.17;-999.00;-999.00
XXX;11/8/2008;26.34;35.70;31.02;36.00;92.00;64.00;0.00;1.30;22.54;-999.00;-999.00
XXX;12/8/2008;25.56;35.27;30.41;56.00;95.00;75.50;0.00;1.30;21.74;-999.00;-999.00
XXX;13/8/2008;24.01;33.59;28.80;49.00;99.00;74.00;0.00;1.30;28.04;-999.00;-999.00
XXX;14/8/2008;23.24;37.88;30.56;47.00;94.00;70.50;0.00;0.70;27.84;-999.00;-999.00
XXX;15/8/2008;22.09;34.43;28.26;50.00;96.00;73.00;9.06;0.90;23.13;-999.00;-999.00
XXX;16/8/2008;25.95;32.34;29.14;52.00;98.00;75.00;0.00;2.50;23.53;-999.00;-999.00
XXX;17/8/2008;25.95;32.76;29.35;60.00;92.00;76.00;0.00;2.80;24.52;-999.00;-999.00
