wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
LUDHB;1/1/1980;10.60;14.10;12.35;-999.00;-999.00;51.00;2.60;3.00;6.80;-999.00;-999.00
LUDHB;2/1/1980;6.00;17.50;11.75;-999.00;-999.00;50.00;1.00;0.20;8.60;-999.00;-999.00
LUDHB;3/1/1980;5.40;15.70;10.55;-999.00;-999.00;38.00;0.00;0.90;11.00;-999.00;-999.00
LUDHB;4/1/1980;4.60;18.10;11.35;-999.00;-999.00;27.00;0.00;0.40;14.00;-999.00;-999.00
LUDHB;5/1/1980;4.30;18.20;11.25;-999.00;-999.00;22.00;0.00;1.40;14.10;-999.00;-999.00
LUDHB;6/1/1980;4.50;18.20;11.35;-999.00;-999.00;19.00;0.00;2.40;14.40;-999.00;-999.00
LUDHB;7/1/1980;4.00;18.10;11.05;-999.00;-999.00;15.00;0.00;2.10;11.70;-999.00;-999.00
LUDHB;8/1/1980;4.70;19.10;11.90;-999.00;-999.00;11.00;0.00;1.60;12.90;-999.00;-999.00
LUDHB;9/1/1980;2.40;18.40;10.40;-999.00;-999.00;11.00;0.00;2.30;14.60;-999.00;-999.00
LUDHB;10/1/1980;3.80;19.40;11.60;-999.00;-999.00;14.00;0.00;2.90;14.60;-999.00;-999.00
LUDHB;11/1/1980;2.80;17.90;10.35;-999.00;-999.00;13.00;0.00;1.30;10.80;-999.00;-999.00
LUDHB;12/1/1980;6.20;16.30;11.25;-999.00;-999.00;11.00;0.00;0.50;7.50;-999.00;-999.00
LUDHB;13/1/1980;2.80;18.10;10.45;-999.00;-999.00;7.00;0.00;2.00;14.20;-999.00;-999.00
LUDHB;14/1/1980;3.20;19.80;11.50;-999.00;-999.00;7.00;0.00;1.50;14.30;-999.00;-999.00
LUDHB;15/1/1980;4.20;21.20;12.70;-999.00;-999.00;7.00;0.00;0.10;10.10;-999.00;-999.00
LUDHB;16/1/1980;8.60;19.60;14.10;-999.00;-999.00;6.00;0.00;1.00;10.50;-999.00;-999.00
LUDHB;17/1/1980;6.20;19.40;12.80;-999.00;-999.00;11.00;0.00;1.50;14.70;-999.00;-999.00
LUDHB;18/1/1980;3.80;21.20;12.50;-999.00;-999.00;14.00;0.00;0.50;11.30;-999.00;-999.00
LUDHB;19/1/1980;7.10;22.80;14.95;-999.00;-999.00;15.00;0.00;2.10;15.40;-999.00;-999.00
LUDHB;20/1/1980;5.60;20.40;13.00;-999.00;-999.00;19.00;0.00;1.40;6.90;-999.00;-999.00
LUDHB;21/1/1980;4.70;17.90;11.30;-999.00;-999.00;16.00;0.00;1.60;14.70;-999.00;-999.00
LUDHB;22/1/1980;3.60;19.40;11.50;-999.00;-999.00;13.00;0.00;2.40;15.30;-999.00;-999.00
LUDHB;23/1/1980;4.00;20.40;12.20;-999.00;-999.00;9.00;0.00;3.20;15.40;-999.00;-999.00
LUDHB;24/1/1980;6.30;22.20;14.25;-999.00;-999.00;8.00;0.00;2.80;14.90;-999.00;-999.00
LUDHB;25/1/1980;9.20;20.70;14.95;-999.00;-999.00;13.00;0.00;0.90;7.80;-999.00;-999.00
LUDHB;26/1/1980;7.20;21.90;14.55;-999.00;-999.00;50.00;1.20;1.30;8.10;-999.00;-999.00
LUDHB;27/1/1980;9.30;20.10;14.70;-999.00;-999.00;13.00;0.00;0.60;15.80;-999.00;-999.00
LUDHB;28/1/1980;5.00;19.00;12.00;-999.00;-999.00;19.00;0.00;2.50;16.20;-999.00;-999.00
LUDHB;29/1/1980;4.70;18.60;11.65;-999.00;-999.00;12.00;0.00;3.50;16.30;-999.00;-999.00
LUDHB;30/1/1980;2.30;18.90;10.60;-999.00;-999.00;12.00;0.00;2.20;16.50;-999.00;-999.00
LUDHB;31/1/1980;2.10;19.60;10.85;-999.00;-999.00;9.00;0.00;0.70;16.40;-999.00;-999.00
LUDHB;1/2/1980;1.90;21.70;11.80;-999.00;-999.00;10.00;0.00;0.80;15.70;-999.00;-999.00
LUDHB;2/2/1980;9.20;17.00;13.10;-999.00;-999.00;50.00;0.40;4.30;7.80;-999.00;-999.00
LUDHB;3/2/1980;10.10;19.50;14.80;-999.00;-999.00;50.00;3.00;2.70;13.60;-999.00;-999.00
LUDHB;4/2/1980;9.90;18.60;14.25;-999.00;-999.00;34.00;0.00;0.70;15.00;-999.00;-999.00
LUDHB;5/2/1980;3.20;15.30;9.25;-999.00;-999.00;11.00;0.00;2.50;16.80;-999.00;-999.00
LUDHB;6/2/1980;1.10;16.20;8.65;-999.00;-999.00;11.00;0.00;2.60;16.90;-999.00;-999.00
LUDHB;7/2/1980;1.70;18.70;10.20;-999.00;-999.00;11.00;0.00;2.90;17.40;-999.00;-999.00
LUDHB;8/2/1980;4.40;20.70;12.55;-999.00;-999.00;9.00;0.00;2.50;17.30;-999.00;-999.00
LUDHB;9/2/1980;3.90;21.20;12.55;-999.00;-999.00;12.00;0.00;2.00;17.20;-999.00;-999.00
LUDHB;10/2/1980;3.60;19.70;11.65;-999.00;-999.00;10.00;0.00;2.40;17.80;-999.00;-999.00
LUDHB;11/2/1980;4.00;20.80;12.40;-999.00;-999.00;8.00;0.00;2.60;17.50;-999.00;-999.00
LUDHB;12/2/1980;4.40;22.20;13.30;-999.00;-999.00;6.00;0.00;2.00;17.50;-999.00;-999.00
LUDHB;13/2/1980;6.80;25.00;15.90;-999.00;-999.00;9.00;0.00;1.30;15.40;-999.00;-999.00
LUDHB;14/2/1980;10.90;20.70;15.80;-999.00;-999.00;16.00;0.00;1.40;8.80;-999.00;-999.00
LUDHB;15/2/1980;9.30;20.70;15.00;-999.00;-999.00;13.00;0.00;3.50;10.60;-999.00;-999.00
LUDHB;16/2/1980;8.60;24.20;16.40;-999.00;-999.00;13.00;0.00;0.30;16.60;-999.00;-999.00
LUDHB;17/2/1980;9.40;23.10;16.25;-999.00;-999.00;16.00;0.00;2.00;17.40;-999.00;-999.00
LUDHB;18/2/1980;7.90;23.30;15.60;-999.00;-999.00;12.00;0.00;1.70;17.50;-999.00;-999.00
LUDHB;19/2/1980;6.90;24.60;15.75;-999.00;-999.00;13.00;0.00;0.60;15.40;-999.00;-999.00
LUDHB;20/2/1980;10.00;26.70;18.35;-999.00;-999.00;13.00;0.00;0.50;13.90;-999.00;-999.00
LUDHB;21/2/1980;10.10;27.10;18.60;-999.00;-999.00;13.00;0.00;2.30;18.40;-999.00;-999.00
LUDHB;22/2/1980;12.20;24.60;18.40;-999.00;-999.00;19.00;0.00;2.50;14.90;-999.00;-999.00
LUDHB;23/2/1980;10.70;27.60;19.15;-999.00;-999.00;13.00;0.00;2.70;19.20;-999.00;-999.00
LUDHB;24/2/1980;10.70;25.10;17.90;-999.00;-999.00;11.00;0.00;3.70;19.50;-999.00;-999.00
LUDHB;25/2/1980;6.30;24.60;15.45;-999.00;-999.00;8.00;0.00;4.50;19.70;-999.00;-999.00
LUDHB;26/2/1980;8.10;26.30;17.20;-999.00;-999.00;13.00;0.00;2.60;16.00;-999.00;-999.00
LUDHB;27/2/1980;10.80;27.90;19.35;-999.00;-999.00;12.00;0.00;2.00;19.30;-999.00;-999.00
LUDHB;28/2/1980;13.10;26.40;19.75;-999.00;-999.00;13.00;0.00;1.00;16.90;-999.00;-999.00
LUDHB;29/2/1980;5.40;23.90;14.65;-999.00;-999.00;7.00;0.00;1.20;19.70;-999.00;-999.00
LUDHB;1/3/1980;5.90;25.20;15.55;-999.00;-999.00;4.00;0.00;2.40;20.10;-999.00;-999.00
LUDHB;2/3/1980;7.10;22.70;14.90;-999.00;-999.00;11.00;0.00;3.00;9.50;-999.00;-999.00
