wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
270CZN;1/1/2008;10.00;28.30;19.15;-999.00;-999.00;9.50;0.00;1.40;21.07;-999.00;-999.00
270CZN;2/1/2008;10.60;30.00;20.30;-999.00;-999.00;9.80;0.00;1.60;21.50;-999.00;-999.00
270CZN;3/1/2008;10.00;30.10;20.05;-999.00;-999.00;9.50;0.00;1.40;21.13;-999.00;-999.00
270CZN;4/1/2008;10.20;31.20;20.70;-999.00;-999.00;9.60;0.00;1.10;21.29;-999.00;-999.00
270CZN;5/1/2008;10.00;30.40;20.20;-999.00;-999.00;9.70;0.00;1.20;21.46;-999.00;-999.00
270CZN;6/1/2008;10.00;26.00;18.00;-999.00;-999.00;9.50;0.00;1.80;21.22;-999.00;-999.00
270CZN;7/1/2008;10.00;25.20;17.60;-999.00;-999.00;9.40;0.00;1.50;21.11;-999.00;-999.00
270CZN;8/1/2008;10.00;27.30;18.65;-999.00;-999.00;8.00;0.00;1.40;19.25;-999.00;-999.00
270CZN;9/1/2008;10.00;28.40;19.20;-999.00;-999.00;9.50;0.00;1.50;21.32;-999.00;-999.00
270CZN;10/1/2008;10.00;30.10;20.05;-999.00;-999.00;9.50;0.00;1.30;21.37;-999.00;-999.00
270CZN;11/1/2008;10.10;30.90;20.50;-999.00;-999.00;7.80;0.00;1.10;19.08;-999.00;-999.00
270CZN;12/1/2008;13.70;32.00;22.85;-999.00;-999.00;8.50;0.00;1.30;20.07;-999.00;-999.00
270CZN;13/1/2008;14.80;34.10;24.45;-999.00;-999.00;9.50;0.00;1.20;21.49;-999.00;-999.00
270CZN;14/1/2008;13.80;34.20;24.00;-999.00;-999.00;7.50;0.00;1.30;18.78;-999.00;-999.00
270CZN;15/1/2008;13.40;34.50;23.95;-999.00;-999.00;9.10;0.00;1.40;21.03;-999.00;-999.00
270CZN;16/1/2008;13.90;31.90;22.90;-999.00;-999.00;9.20;0.00;2.10;21.21;-999.00;-999.00
270CZN;17/1/2008;13.70;31.40;22.55;-999.00;-999.00;8.90;0.00;1.90;20.84;-999.00;-999.00
270CZN;18/1/2008;12.00;29.90;20.95;-999.00;-999.00;8.20;0.00;1.60;19.92;-999.00;-999.00
270CZN;19/1/2008;11.50;31.30;21.40;-999.00;-999.00;9.60;0.00;1.60;21.92;-999.00;-999.00
270CZN;20/1/2008;12.00;31.30;21.65;-999.00;-999.00;9.90;0.00;1.70;22.40;-999.00;-999.00
270CZN;21/1/2008;11.30;29.70;20.50;-999.00;-999.00;9.40;0.00;1.80;21.75;-999.00;-999.00
270CZN;22/1/2008;9.50;29.50;19.50;-999.00;-999.00;9.40;0.00;1.70;21.80;-999.00;-999.00
270CZN;23/1/2008;11.50;29.10;20.30;-999.00;-999.00;9.60;0.00;1.60;22.15;-999.00;-999.00
270CZN;24/1/2008;11.00;30.00;20.50;-999.00;-999.00;9.50;0.00;1.60;22.07;-999.00;-999.00
270CZN;25/1/2008;9.90;30.80;20.35;-999.00;-999.00;9.40;0.00;1.60;21.99;-999.00;-999.00
270CZN;26/1/2008;11.50;31.60;21.55;-999.00;-999.00;9.70;0.00;1.80;22.47;-999.00;-999.00
270CZN;27/1/2008;10.50;29.50;20.00;-999.00;-999.00;9.50;0.00;1.90;22.25;-999.00;-999.00
270CZN;28/1/2008;11.80;29.40;20.60;-999.00;-999.00;5.90;0.00;1.70;17.19;-999.00;-999.00
270CZN;29/1/2008;13.40;29.60;21.50;-999.00;-999.00;7.00;0.00;1.70;18.81;-999.00;-999.00
270CZN;30/1/2008;17.10;30.60;23.85;-999.00;-999.00;8.80;0.00;1.80;21.43;-999.00;-999.00
270CZN;31/1/2008;13.00;32.10;22.55;-999.00;-999.00;9.70;0.00;1.80;22.78;-999.00;-999.00
270CZN;1/2/2008;14.30;32.70;23.50;-999.00;-999.00;9.50;0.00;1.50;22.56;-999.00;-999.00
270CZN;2/2/2008;9.90;34.40;22.15;-999.00;-999.00;9.40;0.00;1.40;22.48;-999.00;-999.00
270CZN;3/2/2008;10.80;35.30;23.05;-999.00;-999.00;9.50;0.00;1.30;22.69;-999.00;-999.00
270CZN;4/2/2008;15.70;36.90;26.30;-999.00;-999.00;9.50;0.00;1.30;22.75;-999.00;-999.00
270CZN;5/2/2008;12.70;38.10;25.40;-999.00;-999.00;9.40;0.00;1.30;22.68;-999.00;-999.00
270CZN;6/2/2008;13.70;38.50;26.10;-999.00;-999.00;9.50;0.00;1.30;22.89;-999.00;-999.00
270CZN;7/2/2008;13.50;38.20;25.85;-999.00;-999.00;9.60;0.00;1.40;23.10;-999.00;-999.00
270CZN;8/2/2008;15.10;38.40;26.75;-999.00;-999.00;9.40;0.00;1.30;22.88;-999.00;-999.00
270CZN;9/2/2008;14.90;37.10;26.00;-999.00;-999.00;9.60;0.00;1.50;23.24;-999.00;-999.00
270CZN;10/2/2008;15.60;36.60;26.10;-999.00;-999.00;7.50;0.00;1.50;20.23;-999.00;-999.00
270CZN;11/2/2008;16.60;37.40;27.00;-999.00;-999.00;9.40;0.00;1.60;23.08;-999.00;-999.00
270CZN;12/2/2008;15.10;37.30;26.20;-999.00;-999.00;9.40;0.00;1.60;23.15;-999.00;-999.00
270CZN;13/2/2008;15.80;36.30;26.05;-999.00;-999.00;9.00;0.00;1.30;22.63;-999.00;-999.00
270CZN;14/2/2008;18.20;36.60;27.40;-999.00;-999.00;9.50;0.00;1.80;23.44;-999.00;-999.00
270CZN;15/2/2008;16.60;36.10;26.35;-999.00;-999.00;8.10;0.00;1.70;21.41;-999.00;-999.00
270CZN;16/2/2008;18.40;36.50;27.45;-999.00;-999.00;7.30;0.00;1.70;20.28;-999.00;-999.00
270CZN;17/2/2008;18.20;36.00;27.10;-999.00;-999.00;9.20;0.00;2.00;23.18;-999.00;-999.00
270CZN;18/2/2008;16.40;36.10;26.25;-999.00;-999.00;9.50;0.00;2.10;23.70;-999.00;-999.00
270CZN;19/2/2008;14.40;35.40;24.90;-999.00;-999.00;9.30;0.00;2.00;23.47;-999.00;-999.00
270CZN;20/2/2008;18.30;34.10;26.20;-999.00;-999.00;9.20;0.00;2.00;23.38;-999.00;-999.00
270CZN;21/2/2008;16.30;32.00;24.15;-999.00;-999.00;6.20;0.00;1.80;18.91;-999.00;-999.00
270CZN;22/2/2008;14.20;34.30;24.25;-999.00;-999.00;7.80;0.00;1.30;21.38;-999.00;-999.00
270CZN;23/2/2008;14.90;37.50;26.20;-999.00;-999.00;9.00;0.00;1.10;23.26;-999.00;-999.00
270CZN;24/2/2008;15.30;40.00;27.65;-999.00;-999.00;9.40;0.00;1.10;23.93;-999.00;-999.00
270CZN;25/2/2008;16.80;40.90;28.85;-999.00;-999.00;10.00;0.00;1.10;24.91;-999.00;-999.00
270CZN;26/2/2008;17.10;40.70;28.90;-999.00;-999.00;9.70;0.00;1.00;24.52;-999.00;-999.00
270CZN;27/2/2008;21.20;39.50;30.35;-999.00;-999.00;9.10;0.00;1.30;23.65;-999.00;-999.00
270CZN;28/2/2008;21.70;38.70;30.20;-999.00;-999.00;8.40;0.00;1.60;22.64;-999.00;-999.00
270CZN;29/2/2008;20.70;38.60;29.65;-999.00;-999.00;9.60;0.00;1.80;-9.99;-999.00;-999.00
270CZN;1/3/2008;18.50;38.30;28.40;-999.00;-999.00;9.20;0.00;1.50;23.98;-999.00;-999.00
270CZN;2/3/2008;19.20;39.20;29.20;-999.00;-999.00;9.40;0.00;1.50;24.34;-999.00;-999.00
270CZN;3/3/2008;20.10;38.90;29.50;-999.00;-999.00;9.60;0.00;2.00;24.71;-999.00;-999.00
270CZN;4/3/2008;22.20;38.50;30.35;-999.00;-999.00;8.10;0.00;2.10;22.45;-999.00;-999.00
270CZN;5/3/2008;21.40;39.30;30.35;-999.00;-999.00;9.30;0.00;1.70;24.36;-999.00;-999.00
270CZN;6/3/2008;20.30;38.20;29.25;-999.00;-999.00;8.40;0.00;1.90;23.01;-999.00;-999.00
270CZN;7/3/2008;21.30;37.20;29.25;-999.00;-999.00;9.70;0.00;2.30;25.08;-999.00;-999.00
270CZN;8/3/2008;13.80;37.30;25.55;-999.00;-999.00;9.80;0.00;1.70;25.29;-999.00;-999.00
270CZN;9/3/2008;14.40;39.40;26.90;-999.00;-999.00;10.00;0.00;0.90;25.65;-999.00;-999.00
270CZN;10/3/2008;15.00;39.70;27.35;-999.00;-999.00;9.90;0.00;1.00;25.55;-999.00;-999.00
270CZN;11/3/2008;15.80;39.30;27.55;-999.00;-999.00;9.80;0.00;1.30;25.43;-999.00;-999.00
270CZN;12/3/2008;17.60;37.10;27.35;-999.00;-999.00;10.00;0.00;1.90;25.79;-999.00;-999.00
270CZN;13/3/2008;20.80;37.30;29.05;-999.00;-999.00;9.90;0.00;1.60;25.68;-999.00;-999.00
270CZN;14/3/2008;22.50;40.30;31.40;-999.00;-999.00;10.00;0.00;1.50;25.89;-999.00;-999.00
270CZN;15/3/2008;19.20;40.90;30.05;-999.00;-999.00;10.00;0.00;1.90;25.92;-999.00;-999.00
270CZN;16/3/2008;18.80;40.30;29.55;-999.00;-999.00;9.60;0.00;1.70;25.34;-999.00;-999.00
270CZN;17/3/2008;20.30;40.10;30.20;-999.00;-999.00;9.90;0.00;2.20;25.85;-999.00;-999.00
270CZN;18/3/2008;21.20;40.40;30.80;-999.00;-999.00;10.40;0.00;1.90;26.68;-999.00;-999.00
270CZN;19/3/2008;15.60;41.00;28.30;-999.00;-999.00;10.50;0.00;1.30;26.87;-999.00;-999.00
270CZN;20/3/2008;19.80;40.00;29.90;-999.00;-999.00;9.60;0.00;1.30;25.49;-999.00;-999.00
270CZN;21/3/2008;24.70;40.20;32.45;-999.00;-999.00;10.20;0.00;1.70;26.47;-999.00;-999.00
270CZN;22/3/2008;21.30;36.40;28.85;-999.00;-999.00;8.30;7.10;1.20;23.50;-999.00;-999.00
270CZN;23/3/2008;21.10;38.40;29.75;-999.00;-999.00;8.70;0.00;0.90;24.17;-999.00;-999.00
270CZN;24/3/2008;24.10;40.40;32.25;-999.00;-999.00;10.00;0.00;1.30;26.26;-999.00;-999.00
270CZN;25/3/2008;27.80;39.20;33.50;-999.00;-999.00;3.90;0.00;1.50;16.60;-999.00;-999.00
270CZN;26/3/2008;25.30;41.40;33.35;-999.00;-999.00;8.90;0.00;1.90;24.57;-999.00;-999.00
270CZN;27/3/2008;25.00;42.00;33.50;-999.00;-999.00;9.80;0.00;2.40;26.03;-999.00;-999.00
270CZN;28/3/2008;25.00;41.60;33.30;-999.00;-999.00;10.00;0.00;2.30;26.36;-999.00;-999.00
270CZN;29/3/2008;26.60;41.20;33.90;-999.00;-999.00;7.40;0.00;2.10;22.25;-999.00;-999.00
270CZN;30/3/2008;22.10;42.30;32.20;-999.00;-999.00;10.40;0.00;1.60;27.05;-999.00;-999.00
270CZN;31/3/2008;22.90;42.70;32.80;-999.00;-999.00;9.80;0.00;2.10;26.12;-999.00;-999.00
270CZN;1/4/2008;24.20;41.70;32.95;-999.00;-999.00;10.30;0.00;1.90;26.93;-999.00;-999.00
270CZN;2/4/2008;23.90;41.20;32.55;-999.00;-999.00;10.00;0.00;2.20;26.47;-999.00;-999.00
270CZN;3/4/2008;23.70;39.00;31.35;-999.00;-999.00;9.10;0.00;2.40;25.05;-999.00;-999.00
270CZN;4/4/2008;19.60;36.60;28.10;-999.00;-999.00;10.00;0.00;1.90;26.51;-999.00;-999.00
270CZN;5/4/2008;17.90;36.10;27.00;-999.00;-999.00;10.50;0.00;2.00;27.32;-999.00;-999.00
270CZN;6/4/2008;18.80;38.00;28.40;-999.00;-999.00;9.80;0.00;1.50;26.21;-999.00;-999.00
270CZN;7/4/2008;16.20;40.00;28.10;-999.00;-999.00;8.80;0.00;1.20;24.63;-999.00;-999.00
270CZN;8/4/2008;17.80;40.80;29.30;-999.00;-999.00;9.40;0.00;1.70;25.60;-999.00;-999.00
270CZN;9/4/2008;23.70;40.50;32.10;-999.00;-999.00;9.00;0.00;1.70;24.97;-999.00;-999.00
270CZN;10/4/2008;17.70;41.30;29.50;-999.00;-999.00;10.00;0.00;1.40;26.58;-999.00;-999.00
270CZN;11/4/2008;20.20;41.40;30.80;-999.00;-999.00;10.50;0.00;1.50;27.38;-999.00;-999.00
270CZN;12/4/2008;20.80;41.90;31.35;-999.00;-999.00;10.30;0.00;1.20;27.06;-999.00;-999.00
270CZN;13/4/2008;24.20;42.10;33.15;-999.00;-999.00;8.00;0.00;1.60;23.40;-999.00;-999.00
270CZN;14/4/2008;26.50;41.70;34.10;-999.00;-999.00;7.60;0.00;1.60;22.77;-999.00;-999.00
270CZN;15/4/2008;22.60;42.50;32.55;-999.00;-999.00;8.80;0.00;1.40;24.69;-999.00;-999.00
270CZN;16/4/2008;29.90;42.20;36.05;-999.00;-999.00;9.80;0.00;1.90;26.29;-999.00;-999.00
270CZN;17/4/2008;29.10;38.60;33.85;-999.00;-999.00;9.00;0.00;2.90;25.01;-999.00;-999.00
270CZN;18/4/2008;24.60;42.10;33.35;-999.00;-999.00;9.90;0.00;1.30;26.44;-999.00;-999.00
270CZN;19/4/2008;30.50;41.60;36.05;-999.00;-999.00;10.20;0.00;2.60;26.91;-999.00;-999.00
270CZN;20/4/2008;27.50;41.50;34.50;-999.00;-999.00;8.50;0.70;2.70;24.21;-999.00;-999.00
270CZN;21/4/2008;24.50;40.00;32.25;-999.00;-999.00;6.40;0.00;3.10;20.87;-999.00;-999.00
270CZN;22/4/2008;24.80;43.90;34.35;-999.00;-999.00;8.50;0.00;2.00;24.20;-999.00;-999.00
270CZN;23/4/2008;24.70;42.00;33.35;-999.00;-999.00;9.10;0.00;1.60;25.16;-999.00;-999.00
270CZN;24/4/2008;26.00;42.40;34.20;-999.00;-999.00;9.90;0.00;1.80;26.42;-999.00;-999.00
270CZN;25/4/2008;26.10;42.40;34.25;-999.00;-999.00;6.00;0.00;2.00;20.23;-999.00;-999.00
270CZN;26/4/2008;26.50;43.00;34.75;-999.00;-999.00;9.10;0.00;1.20;25.13;-999.00;-999.00
270CZN;27/4/2008;28.90;42.20;35.55;-999.00;-999.00;2.70;0.00;1.50;14.99;-999.00;-999.00
270CZN;28/4/2008;29.10;41.20;35.15;-999.00;-999.00;9.70;0.00;2.50;26.07;-999.00;-999.00
270CZN;29/4/2008;27.00;37.60;32.30;-999.00;-999.00;8.00;0.60;2.00;23.36;-999.00;-999.00
270CZN;30/4/2008;25.10;33.60;29.35;-999.00;-999.00;2.60;0.00;1.70;14.82;-999.00;-999.00
270CZN;1/5/2008;24.30;37.50;30.90;-999.00;-999.00;6.40;0.00;1.70;20.82;-999.00;-999.00
270CZN;2/5/2008;25.50;42.40;33.95;-999.00;-999.00;8.20;0.00;1.70;23.65;-999.00;-999.00
270CZN;3/5/2008;22.30;43.50;32.90;-999.00;-999.00;9.20;0.00;1.40;25.21;-999.00;-999.00
270CZN;4/5/2008;26.60;42.70;34.65;-999.00;-999.00;9.20;0.00;2.00;25.20;-999.00;-999.00
270CZN;5/5/2008;27.80;42.00;34.90;-999.00;-999.00;8.40;0.00;2.80;23.93;-999.00;-999.00
270CZN;6/5/2008;25.90;38.10;32.00;-999.00;-999.00;9.10;0.00;2.50;25.03;-999.00;-999.00
270CZN;7/5/2008;27.60;41.00;34.30;-999.00;-999.00;8.80;0.00;1.80;24.54;-999.00;-999.00
270CZN;8/5/2008;29.80;41.80;35.80;-999.00;-999.00;6.20;0.00;2.20;20.44;-999.00;-999.00
