wscode;weatherdate;tmin;tmax;tmoy;rhmin;rhmax;rhmoy;rainfall;windtot;radiation;sunshine;eto
brico;1/9/2008;25.30;36.70;31.00;37.00;93.00;65.00;0.00;1.30;-999.00;7.40;-999.00
brico;2/9/2008;26.20;37.70;31.95;37.00;92.00;64.50;0.00;1.50;-999.00;8.60;-999.00
brico;3/9/2008;21.50;32.70;27.10;36.00;91.00;63.50;0.00;0.90;-999.00;5.00;-999.00
brico;4/9/2008;22.20;33.00;27.60;38.00;98.00;68.00;0.00;1.30;-999.00;4.20;-999.00
brico;5/9/2008;24.60;35.00;29.80;40.00;95.00;67.50;0.00;0.40;-999.00;9.10;-999.00
brico;6/9/2008;22.50;35.50;29.00;31.00;91.00;61.00;0.00;0.80;-999.00;5.40;-999.00
brico;7/9/2008;25.10;35.70;30.40;40.00;92.00;66.00;0.00;0.70;-999.00;8.60;-999.00
brico;8/9/2008;26.00;37.60;31.80;37.00;89.00;63.00;0.00;1.20;-999.00;7.80;-999.00
brico;9/9/2008;24.00;36.70;30.35;32.00;83.00;57.50;0.00;0.40;-999.00;6.00;-999.00
brico;10/9/2008;27.00;37.60;32.30;41.00;86.00;63.50;0.00;1.40;-999.00;6.40;-999.00
brico;11/9/2008;26.10;39.40;32.75;31.00;90.00;60.50;0.00;1.40;-999.00;8.40;-999.00
brico;12/9/2008;24.00;38.10;31.05;28.00;75.00;51.50;0.00;0.80;-999.00;9.40;-999.00
brico;13/9/2008;24.10;35.20;29.65;38.00;83.00;60.50;0.00;0.70;-999.00;10.00;-999.00
brico;14/9/2008;25.20;37.10;31.15;35.00;80.00;57.50;0.00;0.40;-999.00;9.20;-999.00
brico;15/9/2008;25.00;39.00;32.00;28.00;86.00;57.00;0.00;0.90;-999.00;7.90;-999.00
brico;16/9/2008;26.00;38.20;32.10;34.00;86.00;60.00;0.00;1.30;-999.00;7.80;-999.00
brico;17/9/2008;25.30;36.70;31.00;37.00;85.00;61.00;0.00;0.90;-999.00;6.40;-999.00
brico;18/9/2008;24.00;34.30;29.15;41.00;90.00;65.50;0.00;1.00;-999.00;5.70;-999.00
brico;19/9/2008;25.00;36.20;30.60;38.00;90.00;64.00;0.00;0.50;-999.00;9.50;-999.00
brico;20/9/2008;21.90;34.60;28.25;31.00;96.00;63.50;0.00;0.80;-999.00;9.10;-999.00
brico;21/9/2008;22.60;35.30;28.95;32.00;95.00;63.50;0.00;0.40;-999.00;6.20;-999.00
brico;22/9/2008;24.10;37.10;30.60;31.00;95.00;63.00;0.00;0.40;-999.00;9.40;-999.00
brico;23/9/2008;25.10;37.40;31.25;34.00;87.00;60.50;0.00;0.90;-999.00;9.20;-999.00
brico;24/9/2008;24.40;36.80;30.60;33.00;90.00;61.50;0.00;0.90;-999.00;8.60;-999.00
brico;25/9/2008;25.00;35.30;30.15;41.00;74.00;57.50;0.00;1.60;-999.00;10.10;-999.00
brico;26/9/2008;25.90;33.40;29.65;53.00;91.00;72.00;0.00;1.00;-999.00;5.10;-999.00
brico;27/9/2008;24.80;35.70;30.25;38.00;90.00;64.00;0.00;0.50;-999.00;9.00;-999.00
brico;28/9/2008;25.50;38.20;31.85;33.00;83.00;58.00;0.00;0.30;-999.00;4.60;-999.00
brico;29/9/2008;27.10;39.40;33.25;35.00;82.00;58.50;0.00;0.80;-999.00;0.00;-999.00
brico;30/9/2008;27.50;35.70;31.60;50.00;84.00;67.00;0.00;2.60;-999.00;0.00;-999.00
brico;1/10/2008;25.30;37.60;31.45;34.00;86.00;60.00;0.00;1.00;-999.00;1.50;-999.00
brico;2/10/2008;23.50;35.70;29.60;33.00;90.00;61.50;0.00;1.00;-999.00;8.30;-999.00
brico;3/10/2008;21.80;30.20;26.00;47.00;95.00;71.00;0.00;1.00;-999.00;0.70;-999.00
brico;4/10/2008;24.10;31.60;27.85;52.00;93.00;72.50;0.00;0.40;-999.00;2.40;-999.00
brico;5/10/2008;25.00;37.10;31.05;34.00;80.00;57.00;0.00;1.00;-999.00;6.30;-999.00
brico;6/10/2008;26.80;39.40;33.10;33.00;68.00;50.50;0.00;0.80;-999.00;6.10;-999.00
brico;7/10/2008;26.90;38.50;32.70;37.00;80.00;58.50;0.00;1.50;-999.00;5.50;-999.00
brico;8/10/2008;25.70;39.50;32.60;29.00;93.00;61.00;0.00;1.50;-999.00;6.20;-999.00
brico;9/10/2008;26.00;36.70;31.35;40.00;94.00;67.00;0.00;1.90;-999.00;6.60;-999.00
brico;10/10/2008;23.10;34.80;28.95;35.00;80.00;57.50;0.00;0.50;-999.00;8.20;-999.00
brico;11/10/2008;20.00;35.30;27.65;23.00;84.00;53.50;0.00;0.60;-999.00;8.50;-999.00
brico;12/10/2008;21.70;37.20;29.45;23.00;60.00;41.50;0.00;0.60;-999.00;9.00;-999.00
brico;13/10/2008;25.20;37.40;31.30;34.00;70.00;52.00;0.00;1.10;-999.00;9.40;-999.00
brico;14/10/2008;26.00;38.10;32.05;35.00;61.00;48.00;0.00;1.20;-999.00;8.50;-999.00
brico;15/10/2008;26.60;36.80;31.70;42.00;68.00;55.00;0.00;0.50;-999.00;4.50;-999.00
brico;16/10/2008;25.60;35.30;30.45;44.00;78.00;61.00;0.00;1.00;-999.00;1.50;-999.00
brico;17/10/2008;23.80;40.20;32.00;21.00;80.00;50.50;0.00;0.40;-999.00;8.00;-999.00
brico;18/10/2008;25.00;41.40;33.20;22.00;70.00;46.00;0.00;0.90;-999.00;8.10;-999.00
brico;19/10/2008;25.90;38.50;32.20;33.00;58.00;45.50;0.00;1.40;-999.00;8.60;-999.00
brico;20/10/2008;22.50;35.00;28.75;32.00;80.00;56.00;0.00;0.60;-999.00;8.50;-999.00
brico;21/10/2008;23.00;30.20;26.60;53.00;70.00;61.50;0.00;0.70;-999.00;0.20;-999.00
brico;22/10/2008;23.00;33.80;28.40;38.00;74.00;56.00;0.00;0.70;-999.00;5.00;-999.00
brico;23/10/2008;25.10;36.10;30.60;38.00;70.00;54.00;0.00;1.00;-999.00;7.30;-999.00
brico;24/10/2008;24.00;37.90;30.95;28.00;55.00;41.50;0.00;1.70;-999.00;10.00;-999.00
brico;25/10/2008;23.10;35.60;29.35;32.00;45.00;38.50;0.00;1.50;-999.00;7.30;-999.00
